utterance,intent,entity_type,domain_valid
apply database migration,execution,infrastructure,True
what is a proton,out_of_scope,infrastructure,False
investigate the 502 bad gateway errors on frontend,investigate,infrastructure,True
summarize the synthetic monitoring test results,summarization,job,True
what caused the raft consensus timeout,investigate,service,True
what is the history of coffee,out_of_scope,unknown,False
drain and replace the node for os upgrade,execution,infrastructure,True
kill the hanging process,execution,service,True
provide an overview of the technical debt remediation,summarization,service,True
how do I knit a sweater,out_of_scope,unknown,False
tell me about books,out_of_scope,unknown,False
terminate a random pod to test resilience,execution,infrastructure,True
configure the async io thread pool size,execution,infrastructure,True
provide a recap of the api contract violations,summarization,service,True
tell me a joke,out_of_scope,unknown,False
apply the jit compiler optimization flags,execution,service,True
vacuum database,execution,infrastructure,True
summarize the message queue throughput metrics,summarization,service,True
how do I make bread,out_of_scope,unknown,False
tell me about the black plague,out_of_scope,service,False
investigate the high read amplification factor on lsm,investigate,infrastructure,True
what is an atom,out_of_scope,infrastructure,False
investigate why the service is not reachable,investigate,service,True
run the disk defragmentation on the storage volume,execution,infrastructure,True
trigger the argocd sync for the production environment,execution,unknown,False
repair the xfs filesystem after unclean shutdown,execution,service,True
investigate the page cache thrashing issue,investigate,infrastructure,True
provide a recap of the release deployment lead time,summarization,pipeline,True
set the kubernetes api server admission webhook,execution,service,True
enable the ddos protection on the edge layer,execution,service,True
apply the network policy to restrict egress,execution,infrastructure,True
check if the api latency is correlated to gc pauses,investigate,service,True
configure the log retention policy to 90 days,execution,metric,True
apply the helm values override for the hotfix,execution,service,True
who is harriet tubman,out_of_scope,infrastructure,False
check the correlation between cpu spike and deployments,investigate,pipeline,True
analyze performance metrics,investigate,metric,True
how do I build a small pond,out_of_scope,unknown,False
why is the zookeeper session expiring frequently,investigate,unknown,False
configure the sonarqube quality gate policy,execution,infrastructure,True
give me an overview of the data consistency check results,summarization,metric,True
provide a recap of the resolved alerts from overnight,summarization,metric,True
what is dark energy,out_of_scope,infrastructure,False
what caused the service to skip the retry logic,investigate,service,True
clear log files,execution,metric,True
apply the cpu and memory limits to all pods,execution,infrastructure,True
how do I build a go-kart,out_of_scope,unknown,False
investigate the cluster node reporting not ready,investigate,infrastructure,True
summarize the changes made during the maintenance window,summarization,unknown,False
how do I paint a wall,out_of_scope,unknown,False
give me an overview of the pipeline execution times,summarization,pipeline,True
how do I make turkish coffee,out_of_scope,unknown,False
check what is causing the increased tail latency,investigate,metric,True
summarize the deployment frequency by team,summarization,pipeline,True
clean up the stale branches from the remote,execution,service,True
disable the debug endpoint on the production service,execution,service,True
tell me about history,out_of_scope,unknown,False
provide a recap of the rate limiting effectiveness,summarization,infrastructure,True
give me latency summary,summarization,unknown,True
who was the first person to climb everest,out_of_scope,service,False
who painted the sistine chapel,out_of_scope,service,False
what is quantum entanglement,out_of_scope,infrastructure,False
tell me about ancient egypt,out_of_scope,unknown,False
investigate the unexpected data loss after failover,investigate,service,True
how do I make risotto,out_of_scope,unknown,False
run the cluster upgrade preflight checks,execution,infrastructure,True
summarize network traffic,summarization,infrastructure,True
provide a brief on the backup storage growth rate,summarization,infrastructure,True
summarize troubleshooting steps,summarization,unknown,False
provide a recap of the service migration progress,summarization,service,True
reconfigure the bgp session with the upstream provider,execution,service,True
what is photon,out_of_scope,infrastructure,False
rebuild index on table,execution,unknown,False
what caused the service failure,investigate,service,True
trigger failover,execution,unknown,True
why are there too many open file descriptors,investigate,unknown,False
increase the file descriptor limit to 65535,execution,service,True
set up the upstream health checks on nginx,execution,metric,True
investigate the frequent leader re-elections in raft,investigate,service,True
restart the prometheus and grafana stack,execution,service,True
rotate the kubelet serving certificates,execution,infrastructure,True
investigate the cpu steal time on virtual machines,investigate,service,True
who composed the four seasons,out_of_scope,service,False
what caused the connection refused on the rpc port,investigate,unknown,False
provide a brief on the ml model serving latency trends,summarization,metric,True
apply the backpressure policy to the queue consumer,execution,service,True
apply the external secrets operator configuration,execution,service,True
what is sociology,out_of_scope,metric,False
why is the database vacuum process not completing,investigate,infrastructure,True
how do I learn ballet,out_of_scope,unknown,False
tell me about the moon landing,out_of_scope,service,False
execute the database cleanup stored procedure,execution,infrastructure,True
why is the consumer group rebalancing frequently,investigate,service,True
give me a recap of the infrastructure as code changes,summarization,metric,True
give me cost summary,summarization,metric,True
why is the storage iops quota being exceeded,investigate,infrastructure,True
summarize the incident from yesterday,summarization,incident,True
configure the cgroup memory limit for the container,execution,unknown,False
run the backup verification on the latest snapshot,execution,infrastructure,True
investigate the metadata server latency spike,investigate,infrastructure,True
what is the law of conservation of mass,out_of_scope,unknown,False
restart cluster coordinator,execution,infrastructure,True
summarize the database query performance trends,summarization,infrastructure,True
tell me about the amazon river,out_of_scope,service,False
how do I change a tire,out_of_scope,infrastructure,False
who wrote the great gatsby,out_of_scope,service,False
give me an overview of the security scanning results,summarization,service,True
who wrote les miserables,out_of_scope,unknown,False
show me errors from the last deployment,investigate,pipeline,True
who built the eiffel tower,out_of_scope,service,False
what is biology,out_of_scope,metric,False
give me compliance summary,summarization,unknown,False
investigate cpu spike on web-server-3,investigate,infrastructure,True
run the certificate renewal automation,execution,infrastructure,True
what is democracy,out_of_scope,infrastructure,False
trigger the database vacuum on the large table,execution,infrastructure,True
investigate memory fragmentation,investigate,unknown,False
who discovered gravity,out_of_scope,unknown,False
enable ssl termination on the load balancer,execution,infrastructure,True
what caused the lease expiration on the distributed lock,investigate,unknown,False
who is aristotle,out_of_scope,infrastructure,False
provide a recap of the tracing coverage expansion,summarization,metric,True
analyze the checkpoint failure on the database,investigate,infrastructure,True
silence the alert during the planned maintenance,execution,unknown,False
what is an isotope,out_of_scope,infrastructure,False
give me a summary of the observability coverage,summarization,metric,True
create the read replica in the secondary region,execution,unknown,False
how do I make ghee,out_of_scope,unknown,False
how do I do push ups,out_of_scope,unknown,False
how do I make jam,out_of_scope,unknown,False
who won the tour de france recently,out_of_scope,service,False
what is causing the recurring service crash,investigate,service,True
enable the opa policy enforcement,execution,infrastructure,True
tell me about the phoenician alphabet,out_of_scope,service,False
summarize the canary deployment observations,summarization,pipeline,True
summarize the monthly infrastructure cost report,summarization,metric,True
summarize configuration changes,summarization,unknown,False
summarize the platform availability monthly report,summarization,incident,True
run the certificate expiry check across all services,execution,infrastructure,True
provide maintenance summary,summarization,unknown,False
test the service-to-service communication path,execution,service,True
why is the service container starting but not ready,investigate,service,True
tell me about the hundred years war,out_of_scope,service,False
provide a recap of the infrastructure cost anomalies,summarization,metric,True
summarize the mean time between failures report,summarization,infrastructure,True
how do I learn to cook,out_of_scope,unknown,False
tell me about hummingbirds,out_of_scope,unknown,False
what is the fastest animal on earth,out_of_scope,unknown,False
summarize the cross-team dependency updates,summarization,service,True
summarize the service dependency changes this sprint,summarization,service,True
reindex the elasticsearch data to the new mapping,execution,service,True
summarize the auto-remediation success rate this sprint,summarization,infrastructure,True
check what is causing the recurring storage disconnection,investigate,infrastructure,True
enable gzip compression on the web server,execution,infrastructure,True
run the game day scenario for database failover,execution,infrastructure,True
configure the weighted routing between blue and green,execution,pipeline,True
apply the salt state to the target nodes,execution,infrastructure,True
how do I make hard candy,out_of_scope,unknown,False
why is the CDN cache invalidation not working,investigate,infrastructure,True
give me an overview of the system resource allocation,summarization,infrastructure,True
what is oceanography,out_of_scope,infrastructure,False
why is application responding slowly,investigate,infrastructure,True
flush the redis cache completely,execution,infrastructure,True
provide a recap of the compliance violation findings,summarization,service,True
how do I learn how to juggle,out_of_scope,unknown,False
how do I solve a rubiks cube,out_of_scope,unknown,False
what is molecular biology,out_of_scope,metric,False
provide a recap of the runbook effectiveness metrics,summarization,metric,True
what caused the split brain in the cluster,investigate,infrastructure,True
tell me about machu picchu,out_of_scope,unknown,False
run the index optimization on the search cluster,execution,infrastructure,True
configure the sudoers file with the new rule,execution,unknown,False
provide a recap of the cross-region failover tests,summarization,service,True
investigate the failure in the distributed snapshot,investigate,infrastructure,True
tell me about the berlin wall,out_of_scope,service,False
why did the scheduled task miss its window,investigate,infrastructure,True
restart the failing csi driver pods,execution,infrastructure,True
what is mitosis,out_of_scope,infrastructure,False
how do I make kimchi fried rice,out_of_scope,unknown,False
what is cryptocurrency,out_of_scope,infrastructure,False
set up the cross-region replication,execution,service,True
update the grafana dashboard with new panels,execution,service,True
force the kustomize overlay apply,execution,service,True
summarize the access control audit results,summarization,infrastructure,True
provide a brief on the volume of support tickets versus incidents,summarization,incident,True
investigate the http 429 rate limit errors from upstream,investigate,infrastructure,True
what caused the outage last night,investigate,service,True
what is causing high memory on app-01,investigate,infrastructure,True
provide performance summary,summarization,job,True
enable the dast scan in the staging pipeline,execution,pipeline,True
how do I grow succulents,out_of_scope,unknown,False
investigate the repeated pod scheduling failures,investigate,infrastructure,True
summarize the container orchestration metrics,summarization,metric,True
how do volcanoes form,out_of_scope,unknown,False
run the data integrity check script,execution,metric,True
check what is slowing down the ci build pipeline,investigate,pipeline,True
why did backup job fail,investigate,infrastructure,True
summarize the memory usage trends across the fleet,summarization,unknown,False
who invented the internet,out_of_scope,service,False
how do I make kefir,out_of_scope,unknown,False
backup the etcd snapshot to object storage,execution,infrastructure,True
why is the cpu user time unexpectedly high,investigate,unknown,False
enable the connection rate limiting on haproxy,execution,infrastructure,True
investigate the log level misconfiguration causing noise,investigate,metric,True
why is the thread pool saturated,investigate,infrastructure,True
what is impressionism in art,out_of_scope,infrastructure,False
analyze the cpu throttling events in the cgroup,investigate,service,True
why did the database go down,investigate,infrastructure,True
enable binary logging on the mysql primary,execution,metric,True
why is the api client receiving truncated responses,investigate,service,True
check what went wrong with deployment,investigate,pipeline,True
summarize scaling events,summarization,unknown,False
what is robotics,out_of_scope,infrastructure,False
analyze resource constraints,investigate,infrastructure,True
investigate the clock skew between nodes,investigate,infrastructure,True
give me a summary of failed jobs in the last 24 hours,summarization,job,True
why is the api gateway returning 503,investigate,infrastructure,True
summarize the service mesh telemetry for the past week,summarization,infrastructure,True
configure the auto-scaling policy for peak hours,execution,infrastructure,True
look into the inode exhaustion on the log partition,investigate,infrastructure,True
run the memory bandwidth benchmark on the server,execution,unknown,False
give me an overview of the graceful degradation events,summarization,service,True
analyze the change in baseline memory usage,investigate,infrastructure,True
analyze the heap dump for memory leak,investigate,service,True
investigate the cpu pinning misconfiguration on host,investigate,service,True
what is the theory of relativity,out_of_scope,unknown,False
summarize the alert fatigue metrics for the team,summarization,metric,True
provide a recap of the operational load by team this month,summarization,job,True
investigate cluster node failure,investigate,infrastructure,True
who is nikola tesla,out_of_scope,metric,False
what is dna,out_of_scope,infrastructure,False
enable the new rate limit policy globally,execution,infrastructure,True
delete the unused cluster role bindings,execution,infrastructure,True
provide a brief on the container security scan coverage,summarization,pipeline,True
give me an overview of the synthetic monitor pass rates,summarization,service,True
restore the etcd snapshot from the backup,execution,infrastructure,True
how do I build a birdhouse,out_of_scope,unknown,False
export and import the zfs pool after migration,execution,infrastructure,True
summarize the on-call escalation patterns this quarter,summarization,service,True
what is ecology,out_of_scope,metric,False
tell me about art,out_of_scope,unknown,False
purge the cdn cache for the updated assets,execution,infrastructure,True
investigate the slow recovery after leader failover,investigate,service,True
how do I ferment vegetables,out_of_scope,unknown,False
restart the fluentd log forwarder on all nodes,execution,infrastructure,True
enable the vault audit logging,execution,metric,True
why is the message broker not consuming messages,investigate,service,True
enable the cpu quota enforcement on the tenant,execution,unknown,False
check why the health endpoint is returning stale data,investigate,metric,True
why are database transactions taking so long,investigate,infrastructure,True
what is causing the api to return incomplete data,investigate,service,True
scale data cache,execution,infrastructure,True
deploy the database proxy layer,execution,infrastructure,True
analyze the failed readiness probes in staging,investigate,service,True
provide an overview of the monitoring coverage gaps,summarization,service,True
how do I make pizza dough,out_of_scope,unknown,False
summarize the network egress cost by region,summarization,metric,True
run the dependency vulnerability scan,execution,service,True
investigate what is causing the memory balloon in vm,investigate,unknown,False
reset error counters,execution,metric,True
restart the flapping pods after the node recovery,execution,infrastructure,True
give me a summary of the infrastructure drift detected,summarization,metric,True
investigate the cold start latency in serverless functions,investigate,service,True
give me a summary of the platform capacity model output,summarization,incident,True
investigate deadlock in database,investigate,infrastructure,True
investigate the replication stream lag on postgres,investigate,service,True
check what is triggering the oom killer,investigate,metric,True
resize the persistent volume to 500gb,execution,infrastructure,True
configure the keepalive connections on haproxy,execution,infrastructure,True
can you look into the dns resolution failure,investigate,infrastructure,True
give me an overview of the deployment pipeline health,summarization,pipeline,True
tell me about mars,out_of_scope,unknown,False
what caused the pod evictions in kubernetes,investigate,infrastructure,True
summarize the data pipeline reliability metrics,summarization,pipeline,True
tell me about the solar system,out_of_scope,service,False
provide a brief on the continuous delivery pipeline metrics,summarization,pipeline,True
give me error rate summary,summarization,metric,True
enable the database connection pooling proxy,execution,infrastructure,True
enable debug logging,execution,metric,True
look into the memory allocation failure in container,investigate,pipeline,True
why is the kubernetes cronjob missing executions,investigate,infrastructure,True
analyze the log rotation failure on app-server-12,investigate,metric,True
what is causing the high p99 latency,investigate,unknown,True
tell me about the life cycle of a butterfly,out_of_scope,service,False
why is the service mesh sidecar consuming too much cpu,investigate,infrastructure,True
give me an overview of the application profiling insights,summarization,service,True
tell me about the ice age,out_of_scope,service,False
execute the tenant data migration script,execution,service,True
tell me about languages,out_of_scope,unknown,False
restart monitoring agent,execution,infrastructure,True
run the ansible playbook for server hardening,execution,infrastructure,True
provide metrics summary,summarization,metric,True
what is the capital of france,out_of_scope,service,False
enable the secrets manager rotation schedule,execution,infrastructure,True
investigate the transaction deadlock pattern in the db,investigate,infrastructure,True
summarize throughput metrics,summarization,metric,True
summarize the distributed lock acquisition patterns,summarization,metric,True
analyze the traffic imbalance across availability zones,investigate,service,True
investigate the grpc deadline exceeded errors,investigate,service,True
configure the tcp keepalive settings on the host,execution,service,True
what is the largest desert in the world,out_of_scope,unknown,False
analyze what changed before the performance degraded,investigate,unknown,True
configure the jenkins pipeline webhook trigger,execution,pipeline,True
provide a brief on the idle resource cost across workloads,summarization,metric,True
give me a recap of the cluster autoscaler decisions,summarization,infrastructure,True
why is the WAL replay taking hours on postgres,investigate,unknown,False
summarize the weekly change failure rate,summarization,infrastructure,True
why is the queue consumer lagging behind producer,investigate,service,True
what is the standard model in physics,out_of_scope,unknown,False
apply the ingress rate limit rules,execution,infrastructure,True
enable the sticky session on the load balancer,execution,infrastructure,True
apply the kernel security update and reboot,execution,service,True
who wrote frankenstein,out_of_scope,unknown,False
reset the alert suppression window,execution,metric,True
provide a brief on today's outages,summarization,unknown,False
who is joan of arc,out_of_scope,infrastructure,False
how do I write a novel,out_of_scope,unknown,False
summarize the dependency version drift across microservices,summarization,service,True
why is the config reload triggering connection draining,investigate,infrastructure,True
check the reason for the slowdown in the api fanout,investigate,service,True
why is there no response from the upstream service,investigate,service,True
summarize the vulnerability scan findings,summarization,service,True
apply the terraform plan for infrastructure changes,execution,metric,True
who is vincent van gogh,out_of_scope,infrastructure,False
scale the ingress controller replicas,execution,infrastructure,True
give me incident summary,summarization,incident,True
what is osmosis,out_of_scope,infrastructure,False
update the rbac role bindings for the new team,execution,service,True
check the tcp retransmission rate on the interface,investigate,unknown,False
summarize the change-failure rate for the current quarter,summarization,unknown,True
why is the queue depth continuously growing,investigate,service,True
trigger the ci cd pipeline for the release branch,execution,pipeline,True
provide a brief on the database query cost distribution,summarization,infrastructure,True
how do I grow tomatoes at home,out_of_scope,unknown,False
check the firewall rules blocking traffic,investigate,metric,True
why is the graphql resolver timing out,investigate,unknown,True
replace the failed disk in the raid array,execution,metric,True
investigate timeout errors,investigate,unknown,True
why is the write throughput lower than expected,investigate,unknown,False
summarize the load distribution by availability zone,summarization,metric,True
tell me about the silk road,out_of_scope,service,False
who won the world cup,out_of_scope,service,False
hello how are you,out_of_scope,unknown,False
why is the grpc stream being terminated early,investigate,service,True
analyze the query optimizer choosing a bad plan,investigate,infrastructure,True
apply the blkio throttle policy to the container,execution,unknown,False
give me a summary of the recent platform incidents by tier,summarization,incident,True
why is server host123 cpu high,investigate,infrastructure,True
how do I learn to draw,out_of_scope,unknown,False
summarize the memory leak patterns across services,summarization,service,True
examine the audit logs for suspicious activity,investigate,metric,True
investigate the file descriptor leak,investigate,service,True
what is causing the tcp connection reset by peer,investigate,infrastructure,True
analyze the jvm thread contention issue,investigate,service,True
what is quantum physics,out_of_scope,infrastructure,False
rotate the ssh host keys on the new server,execution,unknown,False
investigate the service crash after config reload,investigate,service,True
what is buoyancy,out_of_scope,infrastructure,False
provide a brief on the node termination event summary,summarization,infrastructure,True
summarize the toil reduction progress this quarter,summarization,service,True
investigate the certificate revocation check failure,investigate,infrastructure,True
why is the query result cache warming too slowly,investigate,infrastructure,True
investigate the high iowait on storage server,investigate,infrastructure,True
why is the service not draining connections before termination,investigate,service,True
configure the nginx worker processes,execution,service,True
summarize the queue consumer performance metrics,summarization,service,True
give me a summary of the request routing efficiency,summarization,service,True
give me an overview of the observability stack capacity,summarization,metric,True
summarize the real user monitoring metrics for this week,summarization,metric,True
how do I make perfect scrambled eggs,out_of_scope,unknown,False
apply the password complexity policy update,execution,infrastructure,True
provide a recap of the production readiness review results,summarization,service,True
look into the consistent hashing rebalance issue,investigate,service,True
how do I mountain climb,out_of_scope,unknown,False
run the ansible playbook for the new server setup,execution,unknown,False
summarize the cross-team dependency resolution status,summarization,service,True
analyze the impact of the dns change on traffic,investigate,infrastructure,True
rotate the vault root token,execution,service,True
investigate the service endpoint returning wrong data,investigate,service,True
summarize the request timeout frequency by endpoint,summarization,service,True
configure the sssd daemon for the new domain,execution,service,True
what is causing the high swap usage on node-5,investigate,infrastructure,True
update the container image to the patched version,execution,pipeline,True
why is the pod failing the security context check,investigate,infrastructure,True
why is the replication factor not being maintained,investigate,service,True
summarize the pod resource efficiency across namespaces,summarization,infrastructure,True
reconfigure the reverse proxy routing rules,execution,infrastructure,True
disable the deprecated api endpoint,execution,service,True
look into the systemd service restart loop,investigate,service,True
who is dante alighieri,out_of_scope,infrastructure,False
give me a brief on the kubernetes cluster upgrade status,summarization,infrastructure,True
who is thomas jefferson,out_of_scope,infrastructure,False
investigate the cross-region replication delay,investigate,service,True
give me a summary of the network policy audit findings,summarization,infrastructure,True
what is the lifespan of a redwood tree,out_of_scope,unknown,False
reset the admin password on the management console,execution,service,True
who is rumi,out_of_scope,infrastructure,False
provide a recap of the multi-tenancy isolation audit,summarization,infrastructure,True
summarize the slo violation events this month,summarization,service,True
analyze the performance degradation,investigate,unknown,True
write a poem about servers,out_of_scope,unknown,False
what is a red giant star,out_of_scope,infrastructure,False
set the swappiness to zero on database hosts,execution,infrastructure,True
why is the tracing collector losing spans,investigate,metric,True
decommission the old server from the cluster,execution,infrastructure,True
taint the node to prevent general scheduling,execution,infrastructure,True
what is marine biology,out_of_scope,metric,False
give me a brief on the edge cache performance,summarization,infrastructure,True
provide a recap of the cloud provider incident impact,summarization,incident,True
give me an overview of the infrastructure tagging compliance,summarization,metric,True
how do I make candles,out_of_scope,unknown,False
rotate the service account credentials,execution,service,True
increase the max connections on the postgres primary,execution,service,True
who wrote moby dick,out_of_scope,unknown,False
enable the fault injection policy in the service mesh,execution,infrastructure,True
how can I learn spanish,out_of_scope,unknown,False
analyze the impact of schema change on query performance,investigate,infrastructure,True
tell me about stonehenge,out_of_scope,unknown,False
tell me about the iron age,out_of_scope,service,False
configure the grpc timeout on the proxy layer,execution,infrastructure,True
tell me about volcanoes,out_of_scope,unknown,False
investigate the unexpected pod termination,investigate,infrastructure,True
what is ecological succession,out_of_scope,metric,False
investigate the abnormal tls session ticket rotation rate,investigate,infrastructure,True
what caused the routing table mismatch between zones,investigate,service,True
how do I do origami,out_of_scope,unknown,False
investigate the missing index causing full table scans,investigate,service,True
what is a meteor shower,out_of_scope,infrastructure,False
give me a high-level overview of what happened today,summarization,unknown,False
configure the retry budget on the service,execution,service,True
summarize the cold storage archival progress,summarization,infrastructure,True
analyze the correlation between load and response times,investigate,incident,True
tell me about the great depression,out_of_scope,service,False
give me a summary of the patch management status,summarization,service,True
create the service account with least privilege,execution,service,True
check what is causing the connection saturation on api,investigate,service,True
investigate the stalled compaction job on rocksdb,investigate,infrastructure,True
enable the response caching on the graphql layer,execution,unknown,False
apply the pod security admission config,execution,infrastructure,True
how do I make mozzarella,out_of_scope,unknown,False
summarize the integration test results from latest build,summarization,job,True
provide a recap of the weekly change freeze exceptions,summarization,infrastructure,True
who wrote don quixote,out_of_scope,unknown,False
how do I build a birdfeeder,out_of_scope,unknown,False
delete the orphaned persistent volume claim,execution,infrastructure,True
investigate the network partition between zones,investigate,infrastructure,True
analyze the fan-in bottleneck in the aggregation layer,investigate,metric,True
how do I make kimchi,out_of_scope,unknown,False
check why the autoscaler is not triggering,investigate,infrastructure,True
summarize the distributed cache hit rate by region,summarization,infrastructure,True
check why cron jobs are failing,investigate,job,True
check why the reverse proxy is dropping headers,investigate,infrastructure,True
configure the ipvs load balancing mode on the node,execution,infrastructure,True
who is michelangelo,out_of_scope,infrastructure,False
investigate the shard imbalance in the search cluster,investigate,infrastructure,True
who wrote hamlet,out_of_scope,unknown,False
what is a quasar,out_of_scope,infrastructure,False
provide a brief on the infrastructure costs this quarter,summarization,metric,True
summarize the performance optimization results,summarization,unknown,False
configure the adaptive concurrency limit,execution,service,True
rotate the database master password,execution,infrastructure,True
analyze the rollout pause caused by failed canary metrics,investigate,metric,True
who wrote the divine comedy,out_of_scope,service,False
how do I dance,out_of_scope,unknown,False
what is the capital of japan,out_of_scope,service,False
why is the cache invalidation not propagating,investigate,infrastructure,True
drain connections gracefully,execution,unknown,False
check what's causing the bottleneck,investigate,metric,True
check why prometheus is showing no data,investigate,metric,True
what is causing the oauth token refresh failures,investigate,infrastructure,True
tell me about the league of nations,out_of_scope,service,False
investigate the message fanout causing consumer lag,investigate,service,True
enable the software bill of materials generation,execution,service,True
disable the auto-scaling for the maintenance window,execution,unknown,False
what are the best hiking trails in europe,out_of_scope,service,False
what is the deepest ocean,out_of_scope,unknown,False
summarize cluster health,summarization,infrastructure,True
analyze network latency issues,investigate,infrastructure,True
import the existing resource into the terraform state,execution,unknown,False
tell me about the phoenicians,out_of_scope,service,False
delete the datadog monitors that are no longer valid,execution,service,True
scale down resources,execution,unknown,False
tune the jvm garbage collector flags,execution,service,True
can you sing a song,out_of_scope,unknown,False
apply the log parsing rule update to the pipeline,execution,pipeline,True
set the timeout policy for the external api call,execution,service,True
tell me about koalas,out_of_scope,unknown,False
why is the ssl offloader causing increased latency,investigate,unknown,True
check the dead letter queue accumulation,investigate,service,True
restart the cron scheduler service,execution,service,True
investigate the repeated auth token expiry in logs,investigate,metric,True
summarize the service restart count by host,summarization,service,True
what is the population of brazil,out_of_scope,unknown,False
apply the seccomp profile to the container,execution,unknown,False
trigger the zfs scrub on the storage pool,execution,infrastructure,True
analyze the open file handle count on prod servers,investigate,service,True
what is the water cycle,out_of_scope,unknown,False
what is geology,out_of_scope,metric,False
flush the arp cache on the router,execution,infrastructure,True
configure the alertmanager routing rules,execution,service,True
configure the hugepage allocation at boot,execution,service,True
apply the sbom attestation to the build,execution,service,True
summarize the resource quota consumption by namespace,summarization,infrastructure,True
create a configmap from the updated settings file,execution,service,True
what is dark matter,out_of_scope,infrastructure,False
what is causing the spike in connection establishment time,investigate,infrastructure,True
check the anomaly in the request rate pattern,investigate,unknown,False
what caused the burst in disk writes,investigate,metric,True
what is the meaning of life,out_of_scope,unknown,False
deploy the sidecar proxy to all pods,execution,infrastructure,True
what triggered the auto-scaling event,investigate,service,True
summarize the release rollback frequency and causes,summarization,pipeline,True
provide a brief on the network bandwidth usage,summarization,infrastructure,True
enable request throttling,execution,unknown,False
enable the tcp fast open on the server,execution,unknown,False
who is confucius,out_of_scope,infrastructure,False
give me an overview of the dependency health status,summarization,service,True
how do I make beef jerky,out_of_scope,unknown,False
how do I fly a kite,out_of_scope,unknown,False
look into the storage IOPS issue,investigate,infrastructure,True
investigate the certificate authority chain trust failure,investigate,infrastructure,True
summarize the number of open vulnerabilities by severity,summarization,unknown,False
what is the big bang theory,out_of_scope,unknown,False
run the compliance scan on all servers,execution,service,True
investigate connection pool exhaustion,investigate,infrastructure,True
investigate the permission denied errors in logs,investigate,metric,True
what is a nebula,out_of_scope,infrastructure,False
provide a brief on the alerting rule coverage gaps,summarization,metric,True
configure the node local dns cache,execution,infrastructure,True
give me a summary of the deployment frequency trends this year,summarization,pipeline,True
what is causing the high variance in response times,investigate,incident,True
enable auto-healing,execution,unknown,False
start the log streaming pipeline,execution,pipeline,True
how do I bake a cake,out_of_scope,unknown,False
what is causing the tls certificate mismatch errors,investigate,infrastructure,True
investigate the abnormal memory growth after restart,investigate,service,True
tell me about the renaissance art,out_of_scope,service,False
investigate the spike in 5xx errors after the release,investigate,unknown,True
summarize the change management board decisions,summarization,infrastructure,True
unlock the terraform state after failed apply,execution,service,True
check why the rate limiter is not enforcing limits,investigate,infrastructure,True
what is causing the database connection timeout,investigate,infrastructure,True
investigate the asymmetric network routing issue,investigate,infrastructure,True
give me a summary of the cost allocation by team,summarization,metric,True
tell me about the age of exploration,out_of_scope,service,False
run the kube-bench cis benchmark scan,execution,service,True
tell me about octopuses,out_of_scope,unknown,False
who is hypatia,out_of_scope,infrastructure,False
investigate the disk write latency on ssd array,investigate,metric,True
why is the prometheus rule evaluation too slow,investigate,metric,True
provide a brief on the backup restore test outcomes,summarization,infrastructure,True
how do I make croissants at home,out_of_scope,unknown,False
investigate the unexpected high fan-out in the topology,investigate,metric,True
who painted the mona lisa,out_of_scope,service,False
check network connectivity on prod-env,investigate,metric,True
summarize the failover test results from last friday,summarization,job,True
enable request tracing across all services,execution,service,True
clear the zfs arc cache to free memory,execution,infrastructure,True
investigate the large object heap pressure in dotnet,investigate,infrastructure,True
what is the distance to the moon,out_of_scope,unknown,False
what is a parallax,out_of_scope,infrastructure,False
what caused the surge in rejected requests,investigate,service,True
investigate the service port conflict after update,investigate,service,True
apply configuration changes,execution,unknown,False
revoke the compromised api token,execution,service,True
provide a brief on the rate limiting effectiveness report,summarization,infrastructure,True
apply the network acl changes to the subnet,execution,unknown,False
provide availability summary,summarization,metric,True
tell me about the aztec calendar,out_of_scope,service,False
run the flamegraph capture on the cpu hotspot,execution,service,True
how do I knit a scarf,out_of_scope,unknown,False
force a manual dns propagation check,execution,infrastructure,True
why does the query return inconsistent results,investigate,infrastructure,True
who is plato,out_of_scope,infrastructure,False
why is the config sync lagging behind the control plane,investigate,unknown,False
provide a brief on the secrets rotation completion status,summarization,service,True
how do earthquakes happen,out_of_scope,unknown,False
tell me about space exploration,out_of_scope,unknown,False
analyze cpu consumption trends,investigate,infrastructure,True
summarize the on-call handoff notes,summarization,pipeline,True
how do I make candles at home,out_of_scope,unknown,False
summarize deployment timeline,summarization,pipeline,True
provide a summary of the api versioning status,summarization,service,True
what is psychology,out_of_scope,metric,False
update the dns records for the new ip,execution,infrastructure,True
scale the kafka cluster to add two more brokers,execution,infrastructure,True
how do I brew beer at home,out_of_scope,unknown,False
optimize the server-side tls handshake settings,execution,infrastructure,True
tell me about the golden gate bridge,out_of_scope,service,False
investigate the memory pressure alerts on worker nodes,investigate,infrastructure,True
apply the upstream load balancing weight change,execution,infrastructure,True
configure the cifs share with the new permissions,execution,service,True
configure the flux reconciliation interval,execution,infrastructure,True
what is causing the flapping network route,investigate,infrastructure,True
what is the largest mammal in the ocean,out_of_scope,unknown,False
update the ip allowlist on the security group,execution,unknown,False
apply security patch on db-server-7,execution,infrastructure,True
configure the remote backend for terraform,execution,service,True
who is sigmund freud,out_of_scope,infrastructure,False
what is the history of the piano,out_of_scope,unknown,False
why is the storage volume mounting as read-only,investigate,infrastructure,True
tell me about pandas,out_of_scope,unknown,False
what caused the connection pool to drain,investigate,infrastructure,True
who invented calculus,out_of_scope,unknown,False
