utterance,intent,entity_type,domain_valid
what caused the connection pool to drain,investigate,infrastructure,True
how do I meditate properly,out_of_scope,unknown,False
how do I make bread,out_of_scope,unknown,False
summarize the configuration drift detections this week,summarization,service,True
investigate the cold start latency in serverless functions,investigate,service,True
investigate the high read amplification factor on lsm,investigate,infrastructure,True
tell me about the aztec calendar,out_of_scope,unknown,False
why is the replication factor not being maintained,investigate,service,True
what is causing the spike in connection establishment time,investigate,infrastructure,True
update the tls cipher suite configuration,execution,infrastructure,True
why is the storage volume mounting as read-only,investigate,infrastructure,True
how do I cook pasta,out_of_scope,unknown,False
apply the priority class to the critical workloads,execution,unknown,False
how do I make origami cranes,out_of_scope,unknown,False
give me a summary of the recent platform incidents by tier,summarization,incident,True
enable the fault injection policy in the service mesh,execution,infrastructure,True
how do I make wine at home,out_of_scope,unknown,False
enable the new caching strategy globally,execution,service,True
tell me about thunderstorms,out_of_scope,unknown,False
capture a packet trace on the pod interface,execution,infrastructure,True
enable audit logging on the api gateway,execution,infrastructure,True
what caused the surge in rejected requests,investigate,service,True
why is the reverse proxy adding unexpected headers,investigate,infrastructure,True
apply security rules,execution,unknown,False
tell me about the maya calendar,out_of_scope,unknown,False
analyze the socket backlog on the listener,investigate,metric,True
what is design,out_of_scope,unknown,False
how do I plant a vegetable garden,out_of_scope,unknown,False
give me an overview of the dependency health status,summarization,service,True
how do I make sushi,out_of_scope,unknown,False
investigate the sudden increase in 404 errors,investigate,service,True
summarize the uptime trend for payment services,summarization,service,True
what is continental drift,out_of_scope,unknown,False
how do I learn to surf beginner tips,out_of_scope,unknown,False
how do I mountain climb,out_of_scope,unknown,False
analyze the pattern of disk write errors on the host,investigate,metric,True
investigate failed authentication attempts,investigate,unknown,True
give me replication summary,summarization,unknown,False
investigate the network buffer overflow on ingress,investigate,infrastructure,True
provide a brief on the container security scan coverage,summarization,pipeline,True
give me a brief on the service health dashboard metrics,summarization,service,True
enable ssl termination on the load balancer,execution,infrastructure,True
give me an overview of the platform reliability metrics,summarization,metric,True
enable the distributed tracing collector,execution,metric,True
how do I make pesto from scratch,out_of_scope,unknown,False
give me an overview of the graceful degradation events,summarization,service,True
how do I build a birdhouse,out_of_scope,unknown,False
why is the search indexer falling behind,investigate,unknown,False
what is a parallax,out_of_scope,unknown,False
give me an overview of the telemetry pipeline health,summarization,pipeline,True
investigate the cross-region latency increase,investigate,service,True
terminate the zombie processes,execution,service,True
what is the most spoken language in the world,out_of_scope,unknown,False
investigate the stale configmap being used after rollout,investigate,unknown,False
tell me about stonehenge,out_of_scope,unknown,False
enable the audit log policy on the api server,execution,service,True
provide a brief on the observability coverage by service,summarization,service,True
run the data migration script for the new schema,execution,service,True
increase the max connections on the postgres primary,execution,service,True
disable the debug endpoint on the production service,execution,service,True
delete the orphaned persistent volume claim,execution,infrastructure,True
update the oauth client credentials,execution,service,True
what caused the message ordering to break,investigate,service,True
run the node affinity migration for gpu pods,execution,infrastructure,True
provide a brief on the idle resource cost across workloads,summarization,metric,True
who wrote don quixote,out_of_scope,unknown,False
how do I grow succulents,out_of_scope,unknown,False
how do I make limoncello,out_of_scope,unknown,False
tell me about the inca empire,out_of_scope,unknown,False
analyze the slow shutdown of the worker process,investigate,unknown,True
what is relativity theory,out_of_scope,unknown,False
how do I make soap,out_of_scope,unknown,False
summarize the latency trends for the past sprint,summarization,service,True
summarize the resource quota consumption by namespace,summarization,infrastructure,True
how do I learn calligraphy,out_of_scope,unknown,False
increase the connection pool size to 200,execution,infrastructure,True
why is the write throughput lower than expected,investigate,unknown,False
give me a summary of the pod scheduling efficiency,summarization,infrastructure,True
run the flamegraph capture on the cpu hotspot,execution,service,True
apply the updated service account iam bindings,execution,service,True
investigate the http 429 rate limit errors from upstream,investigate,infrastructure,True
tell me about the phoenician alphabet,out_of_scope,unknown,False
tell me about the trojan war,out_of_scope,unknown,False
configure the kernel network parameters via sysctl,execution,infrastructure,True
who composed swan lake,out_of_scope,unknown,False
set up the upstream health checks on nginx,execution,metric,True
who composed la traviata,out_of_scope,unknown,False
provide a recap of the api contract violations,summarization,service,True
enable binary logging on the mysql primary,execution,metric,True
apply the ingress rate limit rules,execution,infrastructure,True
enable the preemptive cache warming job,execution,infrastructure,True
tell me about the hundred years war,out_of_scope,unknown,False
how do I knit a scarf,out_of_scope,unknown,False
tell me about penguins,out_of_scope,unknown,False
how do I tie dye a shirt,out_of_scope,unknown,False
run the performance benchmark suite,execution,unknown,False
give me a summary of the top database tables by row count,summarization,infrastructure,True
investigate the file system corruption on node-8,investigate,infrastructure,True
restart the envoy proxy with the new configuration,execution,infrastructure,True
how do I surf,out_of_scope,unknown,False
give me rollback summary,summarization,unknown,False
who wrote les miserables,out_of_scope,unknown,False
increase the file descriptor limit to 65535,execution,service,True
what is causing the session timeout in the middleware,investigate,unknown,True
investigate the degraded write throughput on the database,investigate,infrastructure,True
how do I make french press coffee,out_of_scope,unknown,False
give me uptime summary,summarization,unknown,False
tell me about the gold rush,out_of_scope,unknown,False
tell me about the ottoman empire,out_of_scope,unknown,False
investigate disk I/O bottleneck,investigate,metric,True
what is causing the node disk pressure warning,investigate,infrastructure,True
who is stephen hawking,out_of_scope,unknown,False
why is the snapshot restore taking longer than expected,investigate,infrastructure,True
what is causing the tls certificate mismatch errors,investigate,infrastructure,True
give me a summary of the runtime exception trends,summarization,metric,True
tell me about ancient egypt,out_of_scope,unknown,False
check why the ephemeral storage is filling up quickly,investigate,infrastructure,True
check what is causing the high cpu wait on nfs,investigate,metric,True
tell me a joke,out_of_scope,unknown,False
what is geology,out_of_scope,unknown,False
restart log aggregator,execution,metric,True
what is the history of the olympic games,out_of_scope,unknown,False
run the sast scan on the new code change,execution,unknown,False
who discovered electricity,out_of_scope,unknown,False
purge the cdn cache for the updated assets,execution,infrastructure,True
who is nikola tesla,out_of_scope,unknown,False
summarize the slo violation events this month,summarization,service,True
enable the opentelemetry collector on the service,execution,service,True
what is causing packet loss on the network,investigate,infrastructure,True
check why the reverse proxy is dropping headers,investigate,infrastructure,True
who is marie curie,out_of_scope,unknown,False
configure the namespace resource quotas,execution,infrastructure,True
what caused the thundering herd on cache expiry,investigate,infrastructure,True
why is application responding slowly,investigate,infrastructure,True
summarize the memory usage trends across the fleet,summarization,unknown,False
how do I do a cartwheel,out_of_scope,unknown,False
analyze the failed health probes in the cluster,investigate,infrastructure,True
why is the etl pipeline producing duplicate records,investigate,pipeline,True
tell me about dolphins,out_of_scope,unknown,False
restart service mesh,execution,infrastructure,True
who is virginia woolf,out_of_scope,unknown,False
what is a wormhole,out_of_scope,unknown,False
why are the kubernetes events showing back-off restart,investigate,infrastructure,True
show root cause analysis for outage,investigate,metric,True
provide an overview of the deployment activity this sprint,summarization,pipeline,True
what is the theory of evolution,out_of_scope,unknown,False
give me a summary of the node utilization across zones,summarization,infrastructure,True
summarize the blue green deployment outcome,summarization,pipeline,True
why is the grpc stream being terminated early,investigate,service,True
analyze the jvm thread contention issue,investigate,service,True
look into the nfs mount hanging issue,investigate,service,True
check the metrics cardinality explosion in prometheus,investigate,metric,True
how do submarines work,out_of_scope,unknown,False
label the nodes for the gpu workload,execution,infrastructure,True
provide a brief on the api deprecation timeline,summarization,service,True
examine the kernel panic logs on host-42,investigate,metric,True
why is the replica set not converging,investigate,infrastructure,True
uncordon the node after patching,execution,infrastructure,True
what is the greenhouse gas,out_of_scope,unknown,False
tell me about the ice age,out_of_scope,unknown,False
tell me about the machu picchu history,out_of_scope,unknown,False
give me incident summary,summarization,incident,True
what caused the raft consensus timeout,investigate,service,True
create a snapshot of the production database,execution,infrastructure,True
run the chaos experiment to test failover,execution,job,True
what is molecular biology,out_of_scope,unknown,False
remove the stale cname record,execution,service,True
why is the message broker not consuming messages,investigate,service,True
who is mahatma gandhi,out_of_scope,unknown,False
run the remediation playbook for cpu spike,execution,service,True
who is the president,out_of_scope,unknown,False
clear disk space on server alpha,execution,metric,True
tell me about the seven wonders of the world,out_of_scope,unknown,False
how do I train a dog basic commands,out_of_scope,unknown,False
give me a summary of the certificate status across services,summarization,infrastructure,True
tell me about the aztec civilization,out_of_scope,unknown,False
why is the application not reading the updated configmap,investigate,unknown,False
how do I play tennis,out_of_scope,unknown,False
tell me about ancient china,out_of_scope,unknown,False
what is the law of conservation of mass,out_of_scope,unknown,False
investigate the large object heap pressure in dotnet,investigate,infrastructure,True
set the resource limits on the logging sidecar,execution,metric,True
who is napoleon,out_of_scope,unknown,False
who is copernicus,out_of_scope,unknown,False
run the database failover test,execution,infrastructure,True
how do I grow a bonsai tree,out_of_scope,unknown,False
provide a summary of the api versioning status,summarization,service,True
how do I ride a bicycle,out_of_scope,unknown,False
what is the largest country by area,out_of_scope,unknown,False
give me a summary of the log ingestion volume trends,summarization,metric,True
check why the multi-region failover is taking too long,investigate,metric,True
who is wassily kandinsky,out_of_scope,unknown,False
provide a brief on the node termination event summary,summarization,infrastructure,True
how do I clean a cast iron pan,out_of_scope,unknown,False
provide a brief on the infrastructure costs this quarter,summarization,metric,True
apply the kernel security update and reboot,execution,service,True
what is forensic science,out_of_scope,unknown,False
tell me about pandas,out_of_scope,unknown,False
enable http2 on the reverse proxy,execution,infrastructure,True
how do I grow herbs indoors,out_of_scope,unknown,False
apply the horizontal pod autoscaler policy,execution,infrastructure,True
how do I make beef jerky,out_of_scope,unknown,False
how do tides work,out_of_scope,unknown,False
what is the standard model in physics,out_of_scope,unknown,False
provide a brief on the release deployment frequency,summarization,pipeline,True
investigate the database slowdown,investigate,infrastructure,True
analyze the packet fragmentation on the uplink,investigate,service,True
summarize the release candidate validation results,summarization,pipeline,True
analyze the high rate of cache evictions,investigate,infrastructure,True
summarize the impact of last week outage,summarization,service,True
tell me about the pyramids,out_of_scope,unknown,False
apply the datadog apm sampling configuration,execution,service,True
tell me about architecture,out_of_scope,unknown,False
restart application server,execution,infrastructure,True
investigate the evicted pods in the production namespace,investigate,infrastructure,True
investigate the corrupted data in the cache layer,investigate,infrastructure,True
configure the grpc timeout on the proxy layer,execution,infrastructure,True
check what is causing the spike in error rate,investigate,unknown,True
what is causing the worker pool to deadlock,investigate,infrastructure,True
why is cache miss rate high,investigate,infrastructure,True
start the canary deployment for version 4.1,execution,pipeline,True
how do I learn ballet,out_of_scope,unknown,False
what caused the alert flood at midnight,investigate,metric,True
what is a cytoplasm,out_of_scope,unknown,False
give me a summary of the runtime crash trends,summarization,metric,True
check the dead letter queue accumulation,investigate,service,True
summarize the backup verification test outcomes,summarization,infrastructure,True
what are your hobbies,out_of_scope,unknown,False
analyze the query optimizer choosing a bad plan,investigate,infrastructure,True
summarize the workload autoscaling behavior this week,summarization,service,True
configure the codeowners file for the new team,execution,service,True
summarize the certificate rotation completion status,summarization,infrastructure,True
why is the config sync lagging behind the control plane,investigate,unknown,False
analyze the pod restart loop on the payment service,investigate,infrastructure,True
summarize deployment timeline,summarization,pipeline,True
investigate the mismatch in reported vs actual disk usage,investigate,metric,True
give me a summary of the node group scaling history,summarization,infrastructure,True
why is the ssl offloader causing increased latency,investigate,unknown,True
how can I learn spanish,out_of_scope,unknown,False
restart monitoring agent,execution,infrastructure,True
configure the nginx worker processes,execution,service,True
rotate the service account credentials,execution,service,True
enable the graceful shutdown sequence on the workers,execution,service,True
investigate the asymmetric network routing issue,investigate,infrastructure,True
check why the helm release is stuck in pending upgrade,investigate,metric,True
who discovered penicillin,out_of_scope,unknown,False
enable tracing,execution,metric,True
what caused the service to skip the retry logic,investigate,service,True
what is the periodic table,out_of_scope,unknown,False
how do I make a terrarium,out_of_scope,unknown,False
push the puppet manifest changes to production,execution,service,True
what is your favorite color,out_of_scope,unknown,False
provide a recap of the service discovery health checks,summarization,service,True
give me a recap of the infrastructure as code changes,summarization,metric,True
how do I learn how to whistle,out_of_scope,unknown,False
summarize the data pipeline execution summary,summarization,pipeline,True
what is causing the recurring service crash,investigate,service,True
summarize the failure domain isolation test results,summarization,job,True
backup the etcd snapshot to object storage,execution,infrastructure,True
tell me about space exploration,out_of_scope,unknown,False
provide node status summary,summarization,infrastructure,True
apply backup retention policy,execution,infrastructure,True
disable the feature flag for dark mode,execution,service,True
give me an overview of the container runtime health,summarization,pipeline,True
start the log streaming pipeline,execution,pipeline,True
replace the failed disk in the raid array,execution,metric,True
how do I make butter at home,out_of_scope,unknown,False
why is the service container starting but not ready,investigate,service,True
check memory usage on db-server-7,investigate,infrastructure,True
summarize the service mesh traffic routing changes,summarization,infrastructure,True
analyze the thread dump from app server,investigate,infrastructure,True
apply the backpressure policy to the queue consumer,execution,service,True
check why the circuit breaker keeps tripping,investigate,infrastructure,True
provide an overview of the deployment lead time trends,summarization,pipeline,True
what is an isotope,out_of_scope,unknown,False
investigate the broken pipe errors in application logs,investigate,metric,True
summarize the monitoring coverage by service tier,summarization,service,True
compress and archive the old log files,execution,metric,True
run the backup verification on the latest snapshot,execution,infrastructure,True
summarize the chaos engineering experiment results,summarization,service,True
upgrade the worker node pool to the target version,execution,infrastructure,True
provide a recap of the weekly change freeze exceptions,summarization,infrastructure,True
why is the queue depth continuously growing,investigate,service,True
how do I start a podcast,out_of_scope,unknown,False
summarize the user impact analysis from the last incident,summarization,incident,True
investigate the concurrent write conflicts in the db,investigate,infrastructure,True
run the storage filesystem consistency check,execution,infrastructure,True
why is the database vacuum process not completing,investigate,infrastructure,True
enroll the new host in the certificate authority,execution,infrastructure,True
provide a brief on the jvm memory pool utilization,summarization,infrastructure,True
check why the api gateway is caching stale tokens,investigate,infrastructure,True
provide a recap of the rate limiting effectiveness,summarization,infrastructure,True
give me a brief on the auto-scaling behavior this week,summarization,service,True
how do I make chocolate chip cookies,out_of_scope,unknown,False
what is the tallest mountain,out_of_scope,unknown,False
give me a summary of the top 10 high-memory services,summarization,service,True
why is load balancer unhealthy,investigate,infrastructure,True
who wrote the great gatsby,out_of_scope,unknown,False
give me a summary of the chaos experiment outcomes,summarization,service,True
provide a brief on the backup storage growth rate,summarization,infrastructure,True
set up the pagerduty escalation policy,execution,infrastructure,True
why is the pod failing the security context check,investigate,infrastructure,True
tell me about rainforests,out_of_scope,unknown,False
provide a recap of the cost trends by environment,summarization,metric,True
how do I make my own perfume,out_of_scope,unknown,False
tell me about the amazon rainforest,out_of_scope,unknown,False
why are there duplicate messages in the event stream,investigate,service,True
who is galileo,out_of_scope,unknown,False
why is the compaction process stalling on cassandra,investigate,unknown,False
investigate the intermittent connection resets,investigate,infrastructure,True
tell me about wolves,out_of_scope,unknown,False
provide a summary of the ci cd pipeline performance,summarization,pipeline,True
what is the longest river,out_of_scope,unknown,False
what is the food chain,out_of_scope,unknown,False
analyze why response time increased,investigate,incident,True
clear log files,execution,metric,True
who wrote war and peace,out_of_scope,unknown,False
who is marco polo,out_of_scope,unknown,False
give me a brief on the kubernetes cluster upgrade status,summarization,infrastructure,True
rotate the vault root token,execution,service,True
how do I make ramen from scratch,out_of_scope,unknown,False
what is photon,out_of_scope,unknown,False
provide a summary of the data replication lag trends,summarization,metric,True
why is the distributed join causing cross-node traffic,investigate,infrastructure,True
restart cluster coordinator,execution,infrastructure,True
give me an overview of the pipeline execution times,summarization,pipeline,True
how do I make perfect scrambled eggs,out_of_scope,unknown,False
what is causing the high swap usage on node-5,investigate,infrastructure,True
why does the pod take too long to enter running state,investigate,infrastructure,True
what caused the pod evictions in kubernetes,investigate,infrastructure,True
summarize the network policy audit results,summarization,infrastructure,True
how do volcanoes form,out_of_scope,unknown,False
summarize queue depth,summarization,service,True
look into the prometheus scrape failures,investigate,infrastructure,True
check what is slowing down the ci build pipeline,investigate,pipeline,True
summarize the change management board decisions,summarization,infrastructure,True
rollback the deployment,execution,pipeline,True
what is causing the oauth token refresh failures,investigate,infrastructure,True
who discovered gravity,out_of_scope,unknown,False
configure the health check interval to 30 seconds,execution,metric,True
who is harriet tubman,out_of_scope,unknown,False
what is buoyancy,out_of_scope,unknown,False
scale the kafka cluster to add two more brokers,execution,infrastructure,True
give me a summary of the observability alert noise ratio,summarization,metric,True
enable the transparent hugepages for the database,execution,infrastructure,True
give me a summary of alerts for last week,summarization,metric,True
deploy the new gateway api version,execution,service,True
who is thomas jefferson,out_of_scope,unknown,False
configure the ocsp stapling on the server,execution,unknown,False
restart health check,execution,metric,True
why is the persistent volume not being bound,investigate,service,True
give me an overview of the deployment environment parity,summarization,pipeline,True
what is the higgs boson,out_of_scope,unknown,False
investigate the async callback queue overflow,investigate,service,True
what is biology,out_of_scope,unknown,False
configure the node local dns cache,execution,infrastructure,True
provide a recap of the database migration results,summarization,infrastructure,True
stop the runaway query,execution,infrastructure,True
flush dns cache,execution,infrastructure,True
tell me about the league of nations,out_of_scope,unknown,False
who was cleopatra,out_of_scope,unknown,False
tell me about ancient rome,out_of_scope,unknown,False
how do I brew beer at home,out_of_scope,unknown,False
investigate the data corruption in table orders,investigate,service,True
what is osmosis,out_of_scope,unknown,False
summarize monthly trends,summarization,metric,True
update the helm chart values and upgrade release,execution,pipeline,True
provide a recap of the production readiness review results,summarization,service,True
summarize scaling events,summarization,unknown,False
provision additional read replicas for the database,execution,infrastructure,True
analyze the cause of the high cardinality in logs,investigate,metric,True
how do I make a smoothie,out_of_scope,unknown,False
provide cache hit summary,summarization,infrastructure,True
analyze the traffic imbalance across availability zones,investigate,service,True
look into the certificate chain validation error,investigate,infrastructure,True
check why prometheus is showing no data,investigate,metric,True
what is the history of the piano,out_of_scope,unknown,False
tell me about the discovery of dna,out_of_scope,unknown,False
what is string theory,out_of_scope,unknown,False
give me event summary,summarization,unknown,False
what is renewable energy,out_of_scope,unknown,False
run the data integrity check script,execution,metric,True
configure the max in-flight requests for the service,execution,service,True
why is the dns ttl causing stale lookups,investigate,infrastructure,True
what is the coldest place on earth,out_of_scope,unknown,False
what is causing the timeout in the payment gateway,investigate,unknown,True
give me a summary of the resource consumption by service,summarization,service,True
what is robotics,out_of_scope,unknown,False
why is the queue consumer lagging behind producer,investigate,service,True
investigate the anomalously high network egress cost,investigate,metric,True
analyze the failed readiness probes in staging,investigate,service,True
why is the ssl certificate expired on prod,investigate,infrastructure,True
tell me about machu picchu,out_of_scope,unknown,False
sync the parameter store values to the pods,execution,infrastructure,True
provide a brief on the job queue wait time trends,summarization,service,True
check what is causing the repeated pod preemptions,investigate,infrastructure,True
what caused the lease expiration on the distributed lock,investigate,unknown,False
investigate the config map update causing service restart,investigate,service,True
restart the prometheus and grafana stack,execution,service,True
analyze the failed deployment,investigate,pipeline,True
check what's causing the bottleneck,investigate,metric,True
look into the mutex contention on shared resource,investigate,infrastructure,True
provide a recap of the patch compliance status,summarization,service,True
give me a summary of the api consumer adoption trends,summarization,service,True
check what caused the crash,investigate,metric,True
enable the maintenance page on the cdn,execution,service,True
summarize the distributed cache hit rate by region,summarization,infrastructure,True
check why the aggregation job is producing empty output,investigate,job,True
give me a summary of the top recurring failure modes,summarization,infrastructure,True
summarize the canary deployment observations,summarization,pipeline,True
how do I become a chef,out_of_scope,unknown,False
tell me about the mesopotamian civilization,out_of_scope,unknown,False
who invented the airplane,out_of_scope,unknown,False
who is plato,out_of_scope,unknown,False
revoke the expired service certificate,execution,infrastructure,True
tell me about the olympics history,out_of_scope,unknown,False
run the chef recipe on the fleet,execution,service,True
why is the background job worker deadlocking,investigate,unknown,False
check why cron jobs are failing,investigate,job,True
summarize the write path latency breakdown by layer,summarization,unknown,True
what is dna,out_of_scope,unknown,False
check why the read replicas are out of sync,investigate,infrastructure,True
give me an overview of the log ingestion cost trends,summarization,metric,True
provide an overview of the monitoring coverage gaps,summarization,service,True
who built the eiffel tower,out_of_scope,unknown,False
check what is causing the cache stampede,investigate,infrastructure,True
tell me about the northern lights,out_of_scope,unknown,False
summarize the api deprecation timeline and impact,summarization,service,True
how do I make candles,out_of_scope,unknown,False
provide a recap of the network changes this quarter,summarization,infrastructure,True
import the existing resource into the terraform state,execution,unknown,False
give me a summary of the application profiling results,summarization,service,True
disable the auto-scaling for the maintenance window,execution,unknown,False
apply the updated retention policy to the log bucket,execution,metric,True
investigate the slow kafka consumer group commit,investigate,service,True
what is the fastest animal on earth,out_of_scope,unknown,False
who is charles darwin,out_of_scope,unknown,False
resize the logical volume for the data partition,execution,metric,True
what is the boiling point of water,out_of_scope,unknown,False
provide a brief on the endpoint deprecation usage,summarization,service,True
what is ecology,out_of_scope,unknown,False
what is a pulsar,out_of_scope,unknown,False
configure the retry policy with exponential backoff,execution,infrastructure,True
what caused the routing table mismatch between zones,investigate,service,True
enable the numa-aware memory allocation,execution,service,True
summarize the uptime report for all critical services,summarization,service,True
investigate the dropped packets on the vpn interface,investigate,service,True
check the correlation between cpu spike and deployments,investigate,pipeline,True
stop all running containers on host-9,execution,unknown,False
configure the auto-scaling policy for peak hours,execution,infrastructure,True
summarize the load test results from yesterday,summarization,job,True
provide a brief on the retry rate trends,summarization,infrastructure,True
enable the mutual tls between all services,execution,infrastructure,True
investigate the missing index causing full table scans,investigate,service,True
provide a brief on the long-running query trends,summarization,infrastructure,True
what is a binary star system,out_of_scope,unknown,False
provide a brief on today's outages,summarization,unknown,False
summarize resource usage,summarization,infrastructure,True
analyze the slow commit log replay after recovery,investigate,metric,True
set up the vpn tunnel to the partner network,execution,unknown,False
summarize the batch processing job completion rates,summarization,job,True
enable the kernel huge pages for the database host,execution,infrastructure,True
what is plate tectonics,out_of_scope,unknown,False
give me an overview of the release notes for version 5.0,summarization,pipeline,True
run the smart health test on the drive,execution,unknown,False
summarize the weekly change failure rate,summarization,infrastructure,True
why is the deployment rollout stuck,investigate,pipeline,True
how do I make ice cream,out_of_scope,unknown,False
summarize the dependency freshness across repositories,summarization,service,True
give me an overview of the service catalog coverage gaps,summarization,service,True
why is the api client receiving truncated responses,investigate,service,True
reset error counters,execution,metric,True
restart the cron scheduler service,execution,service,True
enable the ddos protection on the edge layer,execution,service,True
provide a brief of the runbook updates this month,summarization,service,True
give me an overview of the application security posture,summarization,service,True
why is the service mesh reporting timeout for internal calls,investigate,infrastructure,True
trigger failover,execution,unknown,True
what is causing the connection reset errors,investigate,infrastructure,True
how do I write a novel,out_of_scope,unknown,False
apply the external secrets operator configuration,execution,service,True
summarize the distributed tracing insights for the api,summarization,service,True
tell me about mount everest,out_of_scope,unknown,False
give me a summary of the cluster upgrade progress,summarization,infrastructure,True
run the cluster upgrade preflight checks,execution,infrastructure,True
why did backup job fail,investigate,infrastructure,True
who wrote the aeneid,out_of_scope,unknown,False
enable the vault audit logging,execution,metric,True
who is julius caesar,out_of_scope,unknown,False
enable the database connection pooling proxy,execution,infrastructure,True
summarize throughput metrics,summarization,metric,True
configure the proxy buffer size for large responses,execution,infrastructure,True
start the disaster recovery failover procedure,execution,service,True
apply the upstream load balancing weight change,execution,infrastructure,True
how do I make candles at home,out_of_scope,unknown,False
how do I whittle wood,out_of_scope,unknown,False
set the pod disruption budget to allow one eviction,execution,infrastructure,True
restart api gateway,execution,infrastructure,True
why is the object storage throughput degraded,investigate,infrastructure,True
provide a brief on the continuous delivery pipeline metrics,summarization,pipeline,True
give me an overview of the api usage patterns,summarization,service,True
set up the bulkhead pattern for the downstream service,execution,service,True
provide a brief on the change management board decisions,summarization,infrastructure,True
tell me about hummingbirds,out_of_scope,unknown,False
how do I write poetry,out_of_scope,unknown,False
configure the heap profiler for the java service,execution,service,True
why are the pod logs showing oom killed errors,investigate,infrastructure,True
summarize the observability stack health,summarization,metric,True
why are requests queued,investigate,service,True
investigate the message serialization error in the broker,investigate,service,True
who invented calculus,out_of_scope,unknown,False
why is the kubernetes cronjob missing executions,investigate,infrastructure,True
how do I plant a tree,out_of_scope,unknown,False
push the signed container image to the registry,execution,pipeline,True
how do I do origami,out_of_scope,unknown,False
who is sigmund freud,out_of_scope,unknown,False
how do I learn to cook,out_of_scope,unknown,False
summarize the active incidents for the morning standup,summarization,incident,True
what is causing the increased p95 latency,investigate,unknown,True
what caused the data skew in the partitioned table,investigate,service,True
flush all active user sessions from the cache,execution,infrastructure,True
provide a brief on the network bandwidth usage,summarization,infrastructure,True
reset the alert suppression window,execution,metric,True
tell me about owls,out_of_scope,unknown,False
what caused the split brain in the cluster,investigate,infrastructure,True
what triggered the auto-scaling event,investigate,service,True
how do I skip stones,out_of_scope,unknown,False
check why the distributed lock is not being released,investigate,service,True
why is the io scheduler causing write starvation,investigate,unknown,False
summarize the error logs,summarization,metric,True
apply database migration,execution,infrastructure,True
summarize the scheduled downtime impact on availability sla,summarization,metric,True
what caused the outage last night,investigate,service,True
what is climate change,out_of_scope,unknown,False
provide an overview of the resource quota usage by namespace,summarization,infrastructure,True
how do I make pottery,out_of_scope,unknown,False
investigate the cross-region replication delay,investigate,service,True
restart the systemd socket service,execution,service,True
who is rembrandt,out_of_scope,unknown,False
create the read replica in the secondary region,execution,unknown,False
how do I juggle,out_of_scope,unknown,False
how do I make mozzarella,out_of_scope,unknown,False
investigate the transaction deadlock pattern in the db,investigate,infrastructure,True
restart the message queue consumers,execution,service,True
investigate the certificate revocation check failure,investigate,infrastructure,True
scale the worker pool to 20 instances,execution,infrastructure,True
what is the greenhouse effect,out_of_scope,unknown,False
what is psychology,out_of_scope,unknown,False
give me a summary of the failed deployments this month,summarization,pipeline,True
what is the population of brazil,out_of_scope,unknown,False
apply the network acl changes to the subnet,execution,unknown,False
why is the batch job consuming all available memory,investigate,job,True
what is jazz music,out_of_scope,unknown,False
how do I make coffee,out_of_scope,unknown,False
enable the dns query logging for diagnostics,execution,infrastructure,True
unlock the terraform state after failed apply,execution,service,True
what is astronomy,out_of_scope,unknown,False
enable the cross-zone load balancing,execution,job,True
what is the population of the earth,out_of_scope,unknown,False
what is ecological succession,out_of_scope,unknown,False
summarize configuration changes,summarization,unknown,False
tell me about the ming emperors,out_of_scope,unknown,False
restart background worker,execution,infrastructure,True
how do I whistle,out_of_scope,unknown,False
summarize the key performance indicators for the quarter,summarization,unknown,False
who wrote crime and punishment,out_of_scope,unknown,False
tell me about tigers,out_of_scope,unknown,False
apply rate limiting,execution,infrastructure,True
what is the largest mammal in the ocean,out_of_scope,unknown,False
tell me about the ming dynasty art,out_of_scope,unknown,False
summarize the data pipeline reliability metrics,summarization,pipeline,True
why is server host123 cpu high,investigate,infrastructure,True
tell me about volcanoes,out_of_scope,unknown,False
analyze the kernel scheduler latency spikes,investigate,service,True
summarize the ssl certificate expiry status across services,summarization,infrastructure,True
what is the capital of france,out_of_scope,unknown,False
provide ecosystem summary,summarization,unknown,False
give me a summary of the scaling decisions this week,summarization,service,True
provide a brief recap of the service ownership audit,summarization,service,True
configure the flux reconciliation interval,execution,infrastructure,True
what caused the connection storm after failover,investigate,infrastructure,True
configure the ipvs load balancing mode on the node,execution,infrastructure,True
flush the varnish cache for the stale content,execution,infrastructure,True
give me error rate summary,summarization,metric,True
give me an overview of the capacity headroom by service,summarization,service,True
what caused the token bucket to overflow,investigate,service,True
restore the selinux context on the data directory,execution,service,True
summarize the performance optimization results,summarization,unknown,False
what is the fibonacci sequence,out_of_scope,unknown,False
rotate the iam role credentials for the batch job,execution,job,True
look into the storage IOPS issue,investigate,infrastructure,True
restart the coredns deployment after config change,execution,infrastructure,True
investigate the message fanout causing consumer lag,investigate,service,True
summarize the incident from yesterday,summarization,incident,True
update the exports file and refresh nfsd,execution,service,True
tell me about history,out_of_scope,unknown,False
configure the retry budget on the service,execution,service,True
apply the resource quota to the namespace,execution,infrastructure,True
apply the vault dynamic database credential policy,execution,infrastructure,True
what is the capital of japan,out_of_scope,unknown,False
summarize the on-call escalation patterns this quarter,summarization,service,True
apply the jit compiler optimization flags,execution,service,True
give me a summary of the distributed tracing insights,summarization,metric,True
summarize the distributed lock acquisition patterns,summarization,metric,True
set the timeout policy for the external api call,execution,service,True
investigate the clock skew between nodes,investigate,infrastructure,True
